election_absolute_majority,election_counted_entities,election_total_entities,entity_id,entity_elegible_voters,entity_received_ballots,entity_blank_ballots,entity_invalid_ballots,entity_blank_votes,entity_invalid_votes,list_name,list_id,list_number_of_mandates,list_votes,list_connection,list_connection_parent,candidate_family_name,candidate_first_name,candidate_id,candidate_elected,candidate_votes
21012,125,125,3542,1013,375,22,1,113,0,,,,0,,,Engler,Stefan,1,True,322
